Name,Description,Department,Total Size,Real Size,Host Key,Named Availability,Weeks,Tags,User Text 3
CSA421_H_S1_I,Research in Pharmaceutical Sciences,"Medicine, School of",1,0,CSA421_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CSA414_H_S1_I,Clinical Pharmacokinetics 4,"Medicine, School of",54,0,CSA414_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CSA406_H_S1_I,Therapeutics in Practice (4),"Medicine, School of",54,0,CSA406_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CSA405_H_S2_I,Honours B,"Medicine, School of",15,0,CSA405_H_SEM2_I,[Custom...],29-42,SWS,School of Medicine
CSA404_H_S1_I,Honours A,"Medicine, School of",15,0,CSA404_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CSA357_H_S2_I,Pharmacy Skills in Practice 3B,"Medicine, School of",60,0,CSA357_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CSA355_H_S1_I,Pharmacy Skills in Practice 3A,"Medicine, School of",54,0,CSA355_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CSA344_H_S1_I,Infectious Disease,"Medicine, School of",80,0,CSA344_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CSA333_H_S1_I,Toxicology,"Medicine, School of",5,0,CSA333_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CSA332_H_S1_I,Toxicology,"Medicine, School of",6,0,CSA332_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CSA331_H_S1_I,Toxicology,"Medicine, School of",50,0,CSA331_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CSA313_H_S2_I,Clinical Pharmacokinetics,"Medicine, School of",15,0,CSA313_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CSA312_H_S2_I,Clinical Pharmacokinetics,"Medicine, School of",15,0,CSA312_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CSA311_H_S2_I,Clinical Pharmacokinetics 3,"Medicine, School of",50,0,CSA311_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CSA309_H_S2_I,Pharmacology 3B,"Medicine, School of",3,0,CSA309_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CSA308_H_S2_I,Pharmacology 3A,"Medicine, School of",0,0,CSA308_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CSA308_H_S1_I,Pharmacology 3A,"Medicine, School of",3,0,CSA308_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CSA307_H_S3_I,Transition to Pharmacy Practice 3,"Medicine, School of",5,0,CSA307_H_SUM_I,2017_SUMLT_Summer school,1-Aug,Not Running,School of Medicine
CSA306_H_S2_I,Therapeutics in Practice 3B,"Medicine, School of",40,0,CSA306_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CSA305_H_S1_I,Therapeutics in Practice 3A,"Medicine, School of",60,0,CSA305_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CSA304_H_S2_I,Medicinal Chemistry and Drug Development,"Medicine, School of",0,0,CSA304_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CSA304_H_S1_I,Medicinal Chemistry and Drug Development,"Medicine, School of",10,0,CSA304_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CSA303_H_S2_I,Research Project in Drug Science,"Medicine, School of",15,0,CSA303_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CSA302_H_S2_I,Research in Pharmacy B,"Medicine, School of",15,0,CSA302_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CSA301_H_S1_I,Research in Pharmacy A,"Medicine, School of",15,0,CSA301_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CSA288_H_S2_I,Evidence Based Health Care,"Medicine, School of",65,0,CSA288_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CSA258_H_S2_I,Pharmaceutical Science B,"Medicine, School of",30,0,CSA258_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CSA257_H_S1_I,Pharmaceutical Science A,"Medicine, School of",22,0,CSA257_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CSA255_H_S3_I,Pharmaceutical Science and Practice 2A,"Medicine, School of",5,0,CSA255_H_SUM_I,2017_SUMLT_Summer school,1-Aug,Not Running,School of Medicine
CSA255_H_S1_I,Pharmaceutical Science and Practice 2A,"Medicine, School of",36,0,CSA255_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CSA236_R_S1_I,Pharmacology in Paramedic Practice,"Medicine, School of",76,0,CSA236_R_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CSA236_H_S1_I,Pharmacology in Paramedic Practice,"Medicine, School of",30,0,CSA236_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CSA235_H_S2_I,Pharmacology,"Medicine, School of",12,0,CSA235_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CSA234_H_S2_I,Pharmacology,"Medicine, School of",2,0,CSA234_H_SEM2_I,[Custom...],"29-35, 37-42",,School of Medicine
CSA234_H_S1_I,Pharmacology,"Medicine, School of",17,0,CSA234_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CSA233_H_S2_I,Pharmacology,"Medicine, School of",27,0,CSA233_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CSA232_H_S2_I,Pharmacology,"Medicine, School of",2,0,CSA232_H_SEM2_I,[Custom...],"29-35, 37-42",,School of Medicine
CSA232_H_S1_I,Pharmacology,"Medicine, School of",26,0,CSA232_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CSA231_H_S2_I,Pharmacology,"Medicine, School of",45,0,CSA231_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CSA230_H_S2_I,Pharmacology,"Medicine, School of",6,0,CSA230_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CSA230_H_S1_I,Pharmacology,"Medicine, School of",38,0,CSA230_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CSA227_H_S2_I,Medicinal Chemistry and Drug Development,"Medicine, School of",5,0,CSA227_H_SEM2_I,[Custom...],"29-35, 37-42",,School of Medicine
CSA227_H_S1_I,Medicinal Chemistry and Drug Development,"Medicine, School of",10,0,CSA227_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CSA226_H_S2_I,Medicinal Chemistry and Drug Development,"Medicine, School of",10,0,CSA226_H_SEM2_I,[Custom...],"29-35, 37-42",,School of Medicine
CSA226_H_S1_I,Medicinal Chemistry and Drug Development,"Medicine, School of",12,0,CSA226_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CSA225_H_S2_I,Medicinal Chemistry and Drug Development,"Medicine, School of",15,0,CSA225_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CSA225_H_S1_I,Medicinal Chemistry and Drug Development,"Medicine, School of",56,0,CSA225_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CSA204_H_S2_I,Pharmacy Skills in Practice 2,"Medicine, School of",65,0,CSA204_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Medicine
CSA157_H_S2_I,Pharmaceutical Science and Practice 1,"Medicine, School of",70,0,CSA157_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Medicine
CSA112_H_S3_I,Transition to Pharmacy Practice,"Medicine, School of",10,0,CSA112_H_SUM_I,2017_SUMLT_Summer school,1-Aug,,School of Medicine
CSA103_H_S3_I,Pharmacy in Health Care and Practice,"Medicine, School of",10,0,CSA103_H_SUM_I,2017_SUMLT_Summer school,1-Aug,,School of Medicine
CSA103_H_S1_I,Pharmacy in Health Care and Practice,"Medicine, School of",60,0,CSA103_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CSA102_H_S1_I,Introduction to Pharmacy Practice,"Medicine, School of",60,0,CSA102_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Medicine
CSA101_H_S1_I,Pharmacy in Health Care,"Medicine, School of",60,0,CSA101_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Medicine
CNA803_H_S2_I,Advanced Clinical Nursing Practice,School of Health Sciences,15,0,CNA803_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA802_H_S1_I,Advanced Professional Nursing Practice,School of Health Sciences,15,0,CNA802_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA788_W_S1_I,Context in Which Women Live,School of Health Sciences,10,0,CNA788_W_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA788_L_S1_I,Context in Which Women Live,School of Health Sciences,10,0,CNA788_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA788_H_S1_I,Context in Which Women Live,School of Health Sciences,20,0,CNA788_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA739_L_S2_I,Psychological Therapies in Mental Health Care,School of Health Sciences,30,0,CNA739_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA739_H_S2_I,Psychological Therapies in Mental Health Care,School of Health Sciences,30,0,CNA739_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA727_L_S2_I,Immunisation Education for Registered Nurses,School of Health Sciences,10,0,CNA727_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA672_H_S1_I,Research for Clinical Practice A,School of Health Sciences,15,0,CNA672_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA613_H_S5_I,Project Management for Health Professionals,School of Health Sciences,0,0,CNA613_H_SPR_I,2017_SPR03_Spring school (extended),44-52,Not Running,School of Health Sciences
CNA613_H_S1_I,Project Management for Health Professionals,School of Health Sciences,15,0,CNA613_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA544_L_S1_I,Simulation in Health Teaching,School of Health Sciences,1,0,CNA544_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA544_H_S1_I,Simulation in Health Teaching,School of Health Sciences,3,0,CNA544_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA474_V_S5_I,Dissertation Part 3,School of Health Sciences,0,0,CNA474_V_SPR_I,2017_SPR03_Spring school (extended),44-52,Not Running,School of Health Sciences
CNA474_V_S2_I,Dissertation Part 3,School of Health Sciences,10,0,CNA474_V_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA474_V_S1_I,Dissertation Part 3,School of Health Sciences,2,0,CNA474_V_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA474_R_S5_I,Dissertation Part 3,School of Health Sciences,0,0,CNA474_R_SPR_I,2017_SPR03_Spring school (extended),44-52,Not Running,School of Health Sciences
CNA474_R_S2_I,Dissertation Part 3,School of Health Sciences,10,0,CNA474_R_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA474_R_S1_I,Dissertation Part 3,School of Health Sciences,2,0,CNA474_R_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA474_L_S5_I,Dissertation Part 3,School of Health Sciences,0,0,CNA474_L_SPR_I,2017_SPR03_Spring school (extended),44-52,Not Running,School of Health Sciences
CNA474_L_S2_I,Dissertation Part 3,School of Health Sciences,10,0,CNA474_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA474_L_S1_I,Dissertation Part 3,School of Health Sciences,1,0,CNA474_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA474_H_S5_I,Dissertation Part 3,School of Health Sciences,0,0,CNA474_H_SPR_I,2017_SPR03_Spring school (extended),44-52,Not Running,School of Health Sciences
CNA474_H_S2_I,Dissertation Part 3,School of Health Sciences,15,0,CNA474_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA474_H_S1_I,Dissertation Part 3,School of Health Sciences,4,0,CNA474_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA450_V_S1_I,Understanding Nursing Research,School of Health Sciences,1,0,CNA450_V_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA450_R_S1_I,Understanding Nursing Research,School of Health Sciences,3,0,CNA450_R_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA450_L_S1_I,Understanding Nursing Research,School of Health Sciences,2,0,CNA450_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA450_H_S1_I,Understanding Nursing Research,School of Health Sciences,15,0,CNA450_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA446_V_S5_I,Dissertation Part 2,School of Health Sciences,0,0,CNA446_V_SPR_I,2017_SPR03_Spring school (extended),44-52,Not Running,School of Health Sciences
CNA446_V_S2_I,Dissertation Part 2,School of Health Sciences,10,0,CNA446_V_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA446_V_S1_I,Dissertation Part 2,School of Health Sciences,2,0,CNA446_V_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA446_R_S5_I,Dissertation Part 2,School of Health Sciences,0,0,CNA446_R_SPR_I,2017_SPR03_Spring school (extended),44-52,Not Running,School of Health Sciences
CNA446_R_S2_I,Dissertation Part 2,School of Health Sciences,10,0,CNA446_R_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA446_R_S1_I,Dissertation Part 2,School of Health Sciences,2,0,CNA446_R_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA446_L_S5_I,Dissertation Part 2,School of Health Sciences,0,0,CNA446_L_SPR_I,2017_SPR03_Spring school (extended),44-52,Not Running,School of Health Sciences
CNA446_L_S2_I,Dissertation Part 2,School of Health Sciences,10,0,CNA446_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA446_L_S1_I,Dissertation Part 2,School of Health Sciences,2,0,CNA446_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA446_H_S5_I,Dissertation Part 2,School of Health Sciences,0,0,CNA446_H_SPR_I,2017_SPR03_Spring school (extended),44-52,Not Running,School of Health Sciences
CNA446_H_S2_I,Dissertation Part 2,School of Health Sciences,15,0,CNA446_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA446_H_S1_I,Dissertation Part 2,School of Health Sciences,1,0,CNA446_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA418_V_S5_I,Dissertation Part 1,School of Health Sciences,0,0,CNA418_V_SPR_I,2017_SPR03_Spring school (extended),44-52,Not Running,School of Health Sciences
CNA418_V_S2_I,Dissertation Part 1,School of Health Sciences,10,0,CNA418_V_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA418_V_S1_I,Dissertation Part 1,School of Health Sciences,1,0,CNA418_V_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA418_R_S5_I,Dissertation Part 1,School of Health Sciences,0,0,CNA418_R_SPR_I,2017_SPR03_Spring school (extended),44-52,Not Running,School of Health Sciences
CNA418_R_S2_I,Dissertation Part 1,School of Health Sciences,10,0,CNA418_R_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA418_R_S1_I,Dissertation Part 1,School of Health Sciences,2,0,CNA418_R_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA418_L_S5_I,Dissertation Part 1,School of Health Sciences,0,0,CNA418_L_SPR_I,2017_SPR03_Spring school (extended),44-52,Not Running,School of Health Sciences
CNA418_L_S2_I,Dissertation Part 1,School of Health Sciences,10,0,CNA418_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA418_L_S1_I,Dissertation Part 1,School of Health Sciences,1,0,CNA418_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA418_H_S5_I,Dissertation Part 1,School of Health Sciences,0,0,CNA418_H_SPR_I,2017_SPR03_Spring school (extended),44-52,Not Running,School of Health Sciences
CNA418_H_S2_I,Dissertation Part 1,School of Health Sciences,15,0,CNA418_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA418_H_S1_I,Dissertation Part 1,School of Health Sciences,2,0,CNA418_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA329_W_S1_I,Integrated Health care Practice,School of Health Sciences,10,0,CNA329_W_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA329_R_S1_I,Integrated Health care Practice,School of Health Sciences,5,0,CNA329_R_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA329_L_S1_I,Integrated Health care Practice,School of Health Sciences,10,0,CNA329_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA329_H_S1_I,Integrated Health care Practice,School of Health Sciences,20,0,CNA329_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA322_V_S5_I,Professional Nursing Practice,School of Health Sciences,0,0,CNA322_V_SPR_I,2017_SPR03_Spring school (extended),44-52,Not Running,School of Health Sciences
CNA322_R_S5_I,Professional Nursing Practice,School of Health Sciences,0,0,CNA322_R_SPR_I,2017_SPR03_Spring school (extended),44-52,Not Running,School of Health Sciences
CNA322_L_S5_I,Professional Nursing Practice,School of Health Sciences,0,0,CNA322_L_SPR_I,2017_SPR03_Spring school (extended),44-52,Not Running,School of Health Sciences
CNA322_L_S2_I,Professional Nursing Practice,School of Health Sciences,0,0,CNA322_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA322_L_S1_I,Professional Nursing Practice,School of Health Sciences,75,0,CNA322_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA322_H_S5_I,Professional Nursing Practice,School of Health Sciences,0,0,CNA322_H_SPR_I,2017_SPR03_Spring school (extended),44-52,Not Running,School of Health Sciences
CNA322_H_S2_I,Professional Nursing Practice,School of Health Sciences,0,0,CNA322_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA322_H_S1_I,Professional Nursing Practice,School of Health Sciences,30,0,CNA322_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA319_V_S2_I,Community & Mental Health Nursing Practice: Professional Experience,School of Health Sciences,20,0,CNA319_V_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA319_R_S2_I,Community & Mental Health Nursing Practice: Professional Experience,School of Health Sciences,20,0,CNA319_R_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA319_L_S5_I,Community & Mental Health Nursing Practice: Professional Experience,School of Health Sciences,20,0,CNA319_L_SPR_I,2017_SPR03_Spring school (extended),44-52,Not Running,School of Health Sciences
CNA319_L_S2_I,Community & Mental Health Nursing Practice: Professional Experience,School of Health Sciences,50,0,CNA319_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA319_L_S1_I,Community & Mental Health Nursing Practice: Professional Experience,School of Health Sciences,97,0,CNA319_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA319_H_S5_I,Community & Mental Health Nursing Practice: Professional Experience,School of Health Sciences,20,0,CNA319_H_SPR_I,2017_SPR03_Spring school (extended),44-52,Not Running,School of Health Sciences
CNA319_H_S2_I,Community & Mental Health Nursing Practice: Professional Experience,School of Health Sciences,20,0,CNA319_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA319_H_S1_I,Community & Mental Health Nursing Practice: Professional Experience,School of Health Sciences,18,0,CNA319_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA256_V_S5_I,Mental Health,School of Health Sciences,96,0,CNA256_V_SPR_I,2017_SPR03_Spring school (extended),44-52,SWS,School of Health Sciences
CNA256_R_S5_I,Mental Health,School of Health Sciences,140,0,CNA256_R_SPR_I,2017_SPR03_Spring school (extended),44-52,SWS,School of Health Sciences
CNA256_H_S5_I,Mental Health,School of Health Sciences,140,0,CNA256_H_SPR_I,2017_SPR03_Spring school (extended),44-52,SWS,School of Health Sciences
CNA253_V_S5_I,Professional Practice 2,School of Health Sciences,0,0,CNA253_V_SPR_I,2017_SPR03_Spring school (extended),44-52,Not Running,School of Health Sciences
CNA253_R_S5_I,Professional Practice 2,School of Health Sciences,0,0,CNA253_R_SPR_I,2017_SPR03_Spring school (extended),44-52,Not Running,School of Health Sciences
CNA253_H_S5_I,Professional Practice 2,School of Health Sciences,0,0,CNA253_H_SPR_I,2017_SPR03_Spring school (extended),44-52,Not Running,School of Health Sciences
CNA252_V_S5_I,Professional Practice 1,School of Health Sciences,96,0,CNA252_V_SPR_I,2017_SPR03_Spring school (extended),44-52,SWS,School of Health Sciences
CNA252_R_S5_I,Professional Practice 1,School of Health Sciences,140,0,CNA252_R_SPR_I,2017_SPR03_Spring school (extended),44-52,SWS,School of Health Sciences
CNA252_H_S5_I,Professional Practice 1,School of Health Sciences,140,0,CNA252_H_SPR_I,2017_SPR03_Spring school (extended),44-52,SWS,School of Health Sciences
CNA251_V_S5_I,Pharmacology and Medication Management,School of Health Sciences,96,0,CNA251_V_SPR_I,2017_SPR03_Spring school (extended),44-52,SWS,School of Health Sciences
CNA251_R_S5_I,Pharmacology and Medication Management,School of Health Sciences,140,0,CNA251_R_SPR_I,2017_SPR03_Spring school (extended),44-52,SWS,School of Health Sciences
CNA251_H_S5_I,Pharmacology and Medication Management,School of Health Sciences,140,0,CNA251_H_SPR_I,2017_SPR03_Spring school (extended),44-52,SWS,School of Health Sciences
CNA250_V_S5_I,Nursing Practice 2,School of Health Sciences,96,0,CNA250_V_SPR_I,2017_SPR03_Spring school (extended),44-52,SWS,School of Health Sciences
CNA250_R_S5_I,Nursing Practice 2,School of Health Sciences,140,0,CNA250_R_SPR_I,2017_SPR03_Spring school (extended),44-52,SWS,School of Health Sciences
CNA250_H_S5_I,Nursing Practice 2,School of Health Sciences,140,0,CNA250_H_SPR_I,2017_SPR03_Spring school (extended),44-52,SWS,School of Health Sciences
CNA227_V_S1_I,Integrated Nursing Practice,School of Health Sciences,72,0,CNA227_V_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Health Sciences
CNA227_R_S1_I,Integrated Nursing Practice,School of Health Sciences,140,0,CNA227_R_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Health Sciences
CNA227_L_S1_I,Integrated Nursing Practice,School of Health Sciences,250,0,CNA227_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Health Sciences
CNA227_H_S1_I,Integrated Nursing Practice,School of Health Sciences,120,0,CNA227_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Health Sciences
CNA226_V_S5_I,Contemporary Nursing Practice,School of Health Sciences,70,0,CNA226_V_SPR_I,2017_SPR03_Spring school (extended),44-52,Not Running,School of Health Sciences
CNA226_R_S5_I,Contemporary Nursing Practice,School of Health Sciences,86,0,CNA226_R_SPR_I,2017_SPR03_Spring school (extended),44-52,Not Running,School of Health Sciences
CNA226_L_S2_I,Contemporary Nursing Practice,School of Health Sciences,200,0,CNA226_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Health Sciences
CNA226_H_S5_I,Contemporary Nursing Practice,School of Health Sciences,80,0,CNA226_H_SPR_I,2017_SPR03_Spring school (extended),44-52,Not Running,School of Health Sciences
CNA220_W_S1_I,Health Interview and Physical Assessment in Health Science,School of Health Sciences,10,0,CNA220_W_SEM1_I,2017_SEM01_Semester 1,Sep-22,,School of Health Sciences
CNA220_R_S1_I,Health Interview and Physical Assessment in Health Science,School of Health Sciences,50,0,CNA220_R_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Health Sciences
CNA220_L_S1_I,Health Interview and Physical Assessment in Health Science,School of Health Sciences,20,0,CNA220_L_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Health Sciences
CNA220_H_S1_I,Health Interview and Physical Assessment in Health Science,School of Health Sciences,20,0,CNA220_H_SEM1_I,2017_SEM01_Semester 1,Sep-22,SWS,School of Health Sciences
CNA218_W_S2_I,Disability Care,School of Health Sciences,10,0,CNA218_W_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA218_R_S2_I,Disability Care,School of Health Sciences,20,0,CNA218_R_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Health Sciences
CNA218_L_S2_I,Disability Care,School of Health Sciences,20,0,CNA218_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Health Sciences
CNA218_H_S2_I,Disability Care,School of Health Sciences,20,0,CNA218_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Health Sciences
CNA205_W_S2_I,Research And Evidence-Based Practice in Nursing,School of Health Sciences,0,0,CNA205_W_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA205_V_S5_I,Research And Evidence-Based Practice in Nursing,School of Health Sciences,96,0,CNA205_V_SPR_I,2017_SPR03_Spring school (extended),44-52,"Not Running, SWS",School of Health Sciences
CNA205_R_S5_I,Research And Evidence-Based Practice in Nursing,School of Health Sciences,96,0,CNA205_R_SPR_I,2017_SPR03_Spring school (extended),44-52,"Not Running, SWS",School of Health Sciences
CNA205_R_S2_I,Research And Evidence-Based Practice in Nursing,School of Health Sciences,0,0,CNA205_R_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
CNA205_L_S2_I,Research And Evidence-Based Practice in Nursing,School of Health Sciences,240,0,CNA205_L_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",SWS,School of Health Sciences
CNA205_H_S5_I,Research And Evidence-Based Practice in Nursing,School of Health Sciences,96,0,CNA205_H_SPR_I,2017_SPR03_Spring school (extended),44-52,Not Running,School of Health Sciences
CNA205_H_S2_I,Research And Evidence-Based Practice in Nursing,School of Health Sciences,0,0,CNA205_H_SEM2_I,2017_SEM02_Semester 2 with break,"29-35, 37-42",,School of Health Sciences
